31356,7a7c,E,OvldPkPDTac4,Overland Park Police -- Tac 4,Law Tac,Johnson County Ks: Overland Park,1
31357,7a7d,E,OvldPkPDTac3,Overland Park Police -- Tac 3,Law Tac,Johnson County Ks: Overland Park,1
31358,7a7e,E,OvldPkPDTac2,Overland Park Police -- Tac 2,Law Tac,Johnson County Ks: Overland Park,1
31359,7a7f,D,JCCC Police,Johnson County Community College Campus Police,Law Dispatch,Johnson County Ks Community College,1
31360,7a80,D,OvPkPDCityWd,Overland Park Police -- City Wide,Law Talk,Johnson County Ks: Overland Park,1
31361,7a81,D,OvldPkEmrgMn,Overland Park Emergency Preparedness,Emergency Ops,Johnson County Ks: Overland Park,1
31362,7a82,D,OvldPkPD M/A,Overland Park Police -- Mutual Aid,Law Talk,Johnson County Ks: Overland Park,1
31363,7a83,D,OvldPkPDSis2,Overland Park Police -- Sis 2,Law Tac,Johnson County Ks: Overland Park,1
31364,7a84,E,OvldPkPDAdmn,Overland Park Police -- Administration,Law Talk,Johnson County Ks: Overland Park,1
31365,7a85,D,OvldPkPDRadM,Overland Park Police Radio Maintenance,Public Works,Johnson County Ks: Overland Park,1
31366,7a86,E,OvldPkPDTac6,Overland Park Police --Tac 6,Law Tac,Johnson County Ks: Overland Park,1
31367,7a87,E,OvldPkPDTac7,Overland Park Police --Tac 7,Law Tac,Johnson County Ks: Overland Park,1
31368,7a88,E,OvldPkPDTac8,Overland Park Police --Tac 8,Law Tac,Johnson County Ks: Overland Park,1
31370,7a8a,D,OvldPkFD All,Overland Park Fire -- Announce (All Call),Fire Dispatch,Johnson County Ks: Overland Park,1
31371,7a8b,D,OvrlandPkFD1,Overland Park Fire 1,Fire Dispatch,Johnson County Ks: Overland Park,1
31372,7a8c,D,OvrlandPkFD2,Overland Park Fire 2,Fire-Tac,Johnson County Ks: Overland Park,1
31373,7a8d,D,OvrlandPkFD3,Overland Park Fire 3,Fire-Tac,Johnson County Ks: Overland Park,1
31380,7a94,D,OvPkPubWkAll,Overland Park City Public Works -- Announce (All Call),Public Works,Johnson County Ks: Overland Park,1
31381,7a95,D,OvPkPW SMSt1,Overland Park City Public Works -- Street Maintenance -- Shawnee Mission District 1,Public Works,Johnson County Ks: Overland Park,1
31382,7a96,D,OvPkPW BVSt2,Overland Park City Public Works -- Street Maintenance -- Blue Valley District 1,Public Works,Johnson County Ks: Overland Park,1
31383,7a97,D,OvPkPW SMSt2,Overland Park City Public Works -- Street Maintenance -- Shawnee Mission District 2,Public Works,Johnson County Ks: Overland Park,1
31384,7a98,D,OvPkPW BVSt2,Overland Park City Public Works -- Street Maintenance -- Blue Valley District 2,Public Works,Johnson County Ks: Overland Park,1
31385,7a99,D,OvPkPW Specl,Overland Park City Public Works -- Special Events,Public Works,Johnson County Ks: Overland Park,1
31386,7a9a,D,OvPkPW Maint,Overland Park City Public Works -- Maintenance Dispatch,Public Works,Johnson County Ks: Overland Park,1
31387,7a9b,D,OvPkPW Engnr,Overland Park City Public Works -- Engineering Dispatch,Public Works,Johnson County Ks: Overland Park,1
31388,7a9c,D,OvPkPW Traff,Overland Park City Public Works -- Traffic Services,Public Works,Johnson County Ks: Overland Park,1
31389,7a9d,D,OvPkPW Parks,Overland Park City Public Works -- Parks and Recreation,Public Works,Johnson County Ks: Overland Park,1
31390,7a9e,D,OvPkPW DevSv,Overland Park City Public Works -- Planning and Development Services,Public Works,Johnson County Ks: Overland Park,1
31391,7a9f,D,OvPkPW Manag,Overland Park City Public Works -- Management Sevices,Public Works,Johnson County Ks: Overland Park,1
31392,7aa0,D,OvPkPWTestEm,Overland Park City Public Works -- Test/Emergency,Public Works,Johnson County Ks: Overland Park,1
31394,7aa2,D,OvrlandPkEOC,Overland Park Emergency Operations Center,Emergency Ops,Johnson County Ks: Overland Park,1
31395,7aa3,D,OvPkPW 1,OVERLAND PARK PUBLIC WORKS 1,Public Works,Johnson County Ks: Overland Park,1
31396,7aa4,D,OvPkPW 2,OVERLAND PARK PUBLIC WORKS 2,Public Works,Johnson County Ks: Overland Park,1
31400,7aa8,D,PrVilPD All,Prairie Village Police -- Announce (All Call),Law Dispatch,Johnson County Ks: Prairie Village,1
31401,7aa9,D,PrairieVlPD1,Prairie Village Police -- Dispatch,Law Dispatch,Johnson County Ks: Prairie Village,1
31402,7aaa,D,PrairieVlPD2,Prairie Village Police 2,Law Tac,Johnson County Ks: Prairie Village,1
31403,7aab,D,PrariVlPDTac,Prairie Village Police -- Tactical,Law Tac,Johnson County Ks: Prairie Village,1
31404,7aac,D,PrariVlPDCty,Prairie Village Police -- Citywide,Law Talk,Johnson County Ks: Prairie Village,1
31405,7aad,E,PrariVlPDAdm,Prairie Village Police -- Administration,Law Talk,Johnson County Ks: Prairie Village,1
31406,7aae,D,PrariVlPDSRO,Prairie Village Police -- SRO,Law Talk,Johnson County Ks: Prairie Village,1
31407,7aaf,D,PrVilPubWks1,Prairie Village Public Works 1,Public Works,Johnson County Ks: Prairie Village,1
31408,7ab0,D,PrVilPubWks2,Prairie Village Public Works 2,Public Works,Johnson County Ks: Prairie Village,1
31409,7ab1,D,PrairieVilag,Prairie Village,Public Works,Johnson County Ks: Prairie Village,1
31450,7ada,D,ShawnePD All,Shawnee Police -- Announce (All Call),Law Dispatch,Johnson County Ks: Shawnee,1
31451,7adb,D,ShawnePDDisp,Shawnee Police -- Dispatch,Law Dispatch,Johnson County Ks: Shawnee,1
31452,7adc,E,ShawnePDTac1,Shawnee Police -- Tac 1 (full encryption),Law Tac,Johnson County Ks: Shawnee,1
31453,7add,E,ShanwePDTac2,Shawnee Police -- Tac 2 (full encryption),Law Tac,Johnson County Ks: Shawnee,1
31454,7ade,E,ShawnePD Inv,Shawnee Police -- Investigations (full encryption),Law Tac,Johnson County Ks: Shawnee,1
31455,7adf,E,Shawnee PD 2,Shawnee Police 2 -- Information (fully encrypted),Law Tac,Johnson County Ks: Shawnee,1
31456,7ae0,D,Shawnee PD 3,Shawnee Police 3 -- Car-to-Car (dispatch clear - officers encrypted),Law Tac,Johnson County Ks: Shawnee,1
31457,7ae1,E,ShawneePDTac,Shawnee Police -- Encrypted Tactical,Law Tac,Johnson County Ks: Shawnee,1
31470,7aee,D,ShawneFDAll,Shawnee Fire -- Announce (All Call),Fire Dispatch,Johnson County Ks: Shawnee,1
31471,7aef,D,ShawneFDDisp,Shawnee Fire -- DIspatch,Fire Dispatch,Johnson County Ks: Shawnee,1
31472,7af0,D,ShawneFDTac1,Shawnee Fire -- Tac 1,Fire-Tac,Johnson County Ks: Shawnee,1
31473,7af1,D,ShawneFDTac2,Shawnee Fire -- Tac 2,Fire-Tac,Johnson County Ks: Shawnee,1
31482,7afa,D,Sh City Wide,Shawnee Citywide,Public Works,Johnson County Ks: Shawnee,1
31490,7b02,D,ShawneePubWk,Shawnee Public Works,Public Works,Johnson County Ks: Shawnee,1
31500,7b0c,D,StateAnounce,State Announce (All Call),Interop,State of Kansas,1
31501,7b0d,D,KHP Dispatch,Kansas Highway Patrol -- Dispatch,Law Dispatch,State of Kansas,1
31502,7b0e,D,KHP Common,Kansas HIghway Patrol -- Common,Law Tac,State of Kansas,1
31503,7b0f,D,K B I,Kansas Bureau of Investigation,Law Dispatch,State of Kansas,1
31504,7b10,D,KS Soc Rehab,Kansas Department of Social and Rehabilitation Services,Public Works,State of Kansas,1
31505,7b11,D,KS Correctns,Kansas State Corrections,Corrections,State of Kansas,1
31506,7b12,D,KS Bev Cntrl,Kansas Alcoholic Beverage Control,Law Dispatch,State of Kansas,1
31507,7b13,D,US Marshal,US Marshals,Law Dispatch,State of Kansas,1
31508,7b14,D,KU MedPolice,University of Kansas Medical Center Police,Law Dispatch,State of Kansas,1
31509,7b15,D,KDOT,Kansas Department of Transportation,Public Works,State of Kansas,1
31510,7b16,E,KHP A Ops-2,Kansas Highway Patrol Troop A Ops-2,Law Tac,State of Kansas,1
31800,7c38,D,MARCER All,MARCER Announce (All Call),Emergency Ops,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31801,7c39,D,MARCER Disp,MARCER Ambulance Dispatch,EMS Dispatch,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31802,7c3a,D,Centerpnt ER,Centerpoint Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31803,7c3b,D,Childrens ER,Childrens Mercy Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31804,7c3c,D,ChildrenSoER,Childrens Mercy South Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31805,7c3d,D,CushngHospER,Cushing Memorial Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31806,7c3e,D,KU Med ER,KU Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31807,7c3f,D,LMH ER,Lawrence Medical Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31808,7c40,D,LSMC ER,Lee's Summit Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31809,7c41,D,Liberty ER,Liberty Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31811,7c43,D,Menorah ER,Menorah Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31812,7c44,D,MCMC ER,Miami County Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31813,7c45,D,North KC ER,North Kansas City Hospital (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31814,7c46,D,OvPkMedCtrER,Overland Park Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31815,7c47,D,OlatheMed ER,Olathe Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31816,7c48,D,ProvidenceER,Providence Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31817,7c49,D,RsrchBltn ER,Research Belton ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31818,7c4a,D,RsrchBrks ER,Research Brookside Campus Therapy,Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31819,7c4b,D,Research ER,Research Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31820,7c4c,D,ShawneeMsnER,Shawnee Mission Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31821,7c4d,D,JOCO PW,JOCO Public Works,Public Works,Johnson County Ks: Public Works,1
31822,7c4e,D,SMPrairie ER,Star Outpatient Pavilion at Prairie Star ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31823,7c4f,D,StJohns H ER,St. Johns Hospital ER (Patient Reports) [Leavenworth],Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31824,7c50,D,StJo Hosp ER,St. Joseph ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31825,7c51,D,StLukeEastER,St. Luke's Hospital East ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31826,7c52,D,StLukeSmith,St. Luke's Hospital Smithville ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31827,7c53,D,StLukes N ER,St. Lukes North ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31828,7c54,D,StLukePlz ER,St. Lukes Plaza ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31829,7c55,D,StLuke S ER,St. Lukes South ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31830,7c56,D,StMaryBSprER,St. Mary's Blue Springs ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31831,7c57,D,TrumanMed ER,Truman Medical Center ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31832,7c58,D,TrumanLkwdER,Truman Lakewood East ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31833,7c59,D,KCMO VA ER,KCMO Veteran Hospital ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31836,7c5c,D,LMH ER,Lawrence Memorial Hospital (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31838,7c5e,D,CASSCO REG,CASS REGIONAL ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31839,7c5f,D,OPR ShawneER,OPR Shawnee ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31840,7c60,D,OPR OlatheER,OPR Olathe ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31841,7c61,D,AMRDisp PLCo,AMR Dispatch Platte County Mo,EMS Dispatch,EMS Agencies,1
31842,7c62,D,LifeFlight,LifeFlight Eagle Medical Helicopters,EMS Dispatch,Medical Helicopters,1
31843,7c63,D,AMR,AMR - Moved to TG 690 on KSICS 8/10/16,EMS-Tac,EMS Agencies,1
31844,7c64,D,AMRMetroTac,AMR Metro Tac,EMS-Tac,EMS Agencies,1
31845,7c65,D,AMRDisp Indp,AMR Dispatch Independence MO,EMS Dispatch,EMS Agencies,1
31847,7c67,D,JOCO PW,JOCO Public Works,Public Works,Johnson County Ks: Public Works,1
31849,7c69,D,JOCO PW,JOCO Public Works,Public Works,Johnson County Ks: Public Works,1
31861,7c75,D,RAINBOW RSI,RAINBOW RSI NON-ER (Patient Reports),Hospital,MARCER Hospitals - Ambulance to Emergency Room Communications,1
31901,7c9d,D,WaterOneDisp,Water One Dispach,Public Works,Water One of Johnson County Ks,1
31903,7c9f,D,Water1 Maint,Water One Construction / Maintenance,Public Works,Water One of Johnson County Ks,1
31905,7ca1,D,Water1Servce,Water One Service / Conncetions,Public Works,Water One of Johnson County Ks,1
32005,7d05,D,SMUSD512 SRO,SHAWNEE MISSION USD 512 SRO,Schools,Johnson County Ks: Shawnee Mission USD-512 Public Schools Talkgr,1
33000,80e8,D,KCFD EMS A1,KCMO Fire/EMS: Dispatch [A1],Fire Dispatch,Kansas City Mo - Fire,1
33001,80e9,D,KCFD Marshal,KCMO FD Marshal 1,Fire-Tac,Kansas City Mo - Fire,1
33003,80eb,D,KCFD Trng 1,KCMO FD Training 1,Fire-Tac,Kansas City Mo - Fire,1
33004,80ec,D,KCFD Trmg 2,KCMO FD Training 2,Fire-Tac,Kansas City Mo - Fire,1
33006,80ee,D,KCFD EMS A2,KCMO Fire/EMS: Operations [A2],Fire-Tac,Kansas City Mo - Fire,1
33007,80ef,D,KCFD EMS A3,KCMO Fire/EMS: Operations [A3],Fire-Tac,Kansas City Mo - Fire,1
33008,80f0,D,KCFD EMS A4,KCMO Fire/EMS: Operations [A4],Fire-Tac,Kansas City Mo - Fire,1
33010,80f2,D,KCFD EMS A5,KCMO Fire/EMS: Operations [A5],Fire-Tac,Kansas City Mo - Fire,1
33011,80f3,D,KCFD EMS A6,KCMO Fire/EMS: Operations [A6],Fire-Tac,Kansas City Mo - Fire,1
33012,80f4,D,KCFD EMS A7,KCMO Fire/EMS: Operations [A7],Fire-Tac,Kansas City Mo - Fire,1
33013,80f5,D,KCFD EMS A8,KCMO Fire/EMS: Operations [A8],Fire-Tac,Kansas City Mo - Fire,1
33014,80f6,D,KCFD EMS A9,KCMO Fire/EMS: Operations [A9],Fire-Tac,Kansas City Mo - Fire,1
33015,80f7,D,KCFD EMS A10,KCMO Fire/EMS: Operations [A10],Fire-Tac,Kansas City Mo - Fire,1
33016,80f8,D,KCFD Hazmat,KCMO FD Hazmat,Emergency Ops,Kansas City Mo - Fire,1
33017,80f9,D,MERS Patch,MERS - Metropolitan Emergency Radio System - 154.1300 Link to National WX Service at Pleasant Hill MO,Emergency Ops,Metropolitan Emergency Radio System - M.E.R.S.,1
33050,811a,D,PD All Call,KCMO Police:: All Call/Citywide (Attempt to Locate info),Law Dispatch,Kansas City Mo - Police Patrol,1
33051,811b,D,PD Center,KCMO Police: Center Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33052,811c,D,PD Metro,KCMO Police: Metro Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33053,811d,D,PD East,KCMO Police: East Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33054,811e,D,PD North,KCMO Police: North Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33055,811f,D,PD South,KCMO Police: South Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33057,8121,D,SD Service,KCMO Police: Service - License Plate 10-28/29s,Law Tac,Kansas City Mo - Police Patrol,1
33058,8122,D,PD Shl Creek,KCMO Police: Shoal Creek Patrol Zone,Law Dispatch,Kansas City Mo - Police Patrol,1
33059,8123,D,PD Traffic 1,KCMO Police: Traffic 1 Patrol Tac,Law Dispatch,Kansas City Mo - Police Patrol,1
33060,8124,D,PD Traffic 2,KCMO Police: Traffic 2 Patrol,Law Tac,Kansas City Mo - Police Patrol,1
33061,8125,D,PT OPS 1,KC Police: PT OPS 1,Law Tac,Kansas City Mo - Police Special Operations,1
33062,8126,D,PT OPS 2,KC Police: PT OPS 2,Law Tac,Kansas City Mo - Police Special Operations,1
33063,8127,D,PT OPS 3,KC Police: PT OPS 3,Law Tac,Kansas City Mo - Police Special Operations,1
33065,8129,D,Police M/A N,Police Mutual Aid - North [NO PDMU AID],Law Talk,Regional Interop,1
33066,812a,D,Police M/A S,Police Mutual Aid - South [SO PDMU AID],Law Talk,Regional Interop,1
33067,812b,D,SPOPS1,KC Police: Special Ops-1,Law Tac,Kansas City Mo - Police Special Operations,1
33068,812c,D,SPOPS2,KC Police: Special Ops-2,Law Tac,Kansas City Mo - Police Special Operations,1
33069,812d,D,SPOPS3,KC Police: Special Ops-3,Law Tac,Kansas City Mo - Police Special Operations,1
33070,812e,D,SPOPS4,KC Police: Special Ops-4,Law Tac,Kansas City Mo - Police Special Operations,1
33071,812f,D,SPOPS5,KC Police: Special Ops-5,Law Tac,Kansas City Mo - Police Special Operations,1
33072,8130,D,SPOPS6,KC Police: Special Ops-6,Law Tac,Kansas City Mo - Police Special Operations,1
33073,8131,D,SPOPS7,KC Police: Special Ops-7,Law Tac,Kansas City Mo - Police Special Operations,1
33074,8132,D,SPOPS8,KC Police: Special Ops-8,Law Tac,Kansas City Mo - Police Special Operations,1
33075,8133,D,SPOPS9,KC Police: Special Ops-9,Law Tac,Kansas City Mo - Police Special Operations,1
33076,8134,D,SPOPS10,KC Police: Special Ops-10,Law Tac,Kansas City Mo - Police Special Operations,1
33077,8135,D,TAC 1,KC Police: Tac-1 [TAC-1],Law Tac,Kansas City Mo - Police Special Operations,1
33078,8136,D,TAC 2,KC Police: Tac-2 [TAC-2],Law Tac,Kansas City Mo - Police Special Operations,1
33079,8137,D,TAC 3,KC Police: Tac-3 [TAC-3],Law Tac,Kansas City Mo - Police Special Operations,1
33080,8138,D,TAC 4,KC Police: Tac-4 [TAC-4],Law Tac,Kansas City Mo - Police Special Operations,1
33094,8146,D,KCPA 1 33094,Kansas City Police Academy 1,Law Tac,Kansas City Mo - Police Special Operations,1
33095,8147,D,KCPA 2 33095,Kansas City Police Academy 2,Law Tac,Kansas City Mo - Police Special Operations,1
33096,8148,D,KCPA 3 33096,Kansas City Police Academy 3,Law Tac,Kansas City Mo - Police Special Operations,1
33097,8149,D,KCPA 4 DTC,Kansas City Police Academy: Driver Training Course 4,Law Tac,Kansas City Mo - Police Special Operations,1
33098,814a,D,KCPA 5,Kansas City Police Academy 5,Law Tac,Kansas City Mo - Police Special Operations,1
33100,814c,D,KCPD Vice,KC Police - Vice,Law Tac,Kansas City Mo - Police Special Operations,1
33102,814e,D,KCMO 33102,KC MO Police 33102,Law Tac,Kansas City Mo - Police Special Operations,1
33115,815b,D,KCPD Narc 1,KC Police - Narcotics 1,Law Tac,Kansas City Mo - Police Special Operations,1
33116,815c,D,KCMO MDTF,KC MO Metro Drug Task Force,Law Tac,Kansas City Mo - Police Special Operations,1
33120,8160,D,Radio 1,Radio Techs - KCMO,Business,Radio Technicians / Testing,1
33121,8161,D,Radio 2,Radio Techs - KCMO,Business,Radio Technicians / Testing,1
33122,8162,D,KCPD Inv 1,KCPD Investigations 1,Law Talk,Kansas City Mo - Police Special Operations,1
33123,8163,D,KCPD Inv 2,KCPD Investigations 2,Law Talk,Kansas City Mo - Police Special Operations,1
33124,8164,D,KCFCD BldgOp,Facility Service Division Building Operations,Public Works,Kansas City Mo - Facility Service Division,1
33125,8165,D,KCFCD Ground,Facility Service Division Grounds,Public Works,Kansas City Mo - Facility Service Division,1
33151,817f,D,KCI TermSVCS,Terminal Services - Valet and Shuttles,Transportation,Kansas City International Airport - MCI,1
33155,8183,D,KCI Crash Ph,KCI Crash Phone,Emergency Ops,Kansas City International Airport - MCI,1
33156,8184,D,KCI AP 1,Airport Police [KCI AP 1],Law Dispatch,Kansas City International Airport - MCI,1
33158,8186,D,KCFD IC,Fire Incident Command,Fire-Tac,Kansas City International Airport - MCI,1
33159,8187,D,KCI ARFF,Aircraft Rescue & Fire Fighting Dispatch [ARFF],Fire Dispatch,Kansas City International Airport - MCI,1
33160,8188,D,KCI PD Ops 1,Airport Police Tac 1/Parking Enforcement,Law Tac,Kansas City International Airport - MCI,1
33161,8189,D,KCI F Maint1,Field Maintenance Division [FM1],Public Works,Kansas City International Airport - MCI,1
33162,818a,D,KCI F Maint2,Field Maintenance Division [FM2],Public Works,Kansas City International Airport - MCI,1
33163,818b,D,KCI F Maint3,Field Maintenance Division [FM3],Public Works,Kansas City International Airport - MCI,1
33164,818c,D,KCI FACCD,Facilities Maintenance Custodial Division [FACCD],Public Works,Kansas City International Airport - MCI,1
33166,818e,D,KCI FACSD,Facilities Maintenance Structural Division [FACSD],Public Works,Kansas City International Airport - MCI,1
33167,818f,D,KCI Ops Div,Operations Division,Public Works,Kansas City International Airport - MCI,1
33168,8190,D,City Garage,City Garage,Public Works,Kansas City Mo - City Services,1
33169,8191,D,KCI GT Bus,KCI Ground Transportation Bus Dispatch,Transportation,Kansas City International Airport - MCI,1
33170,8192,D,MKC DT1,Airport Police [MKC DT1) Downtown Airport,Law Tac,Kansas City International Airport - MCI,1
33171,8193,D,MKC Security,Airport Ch12 - Security,Security,Kansas City International Airport - MCI,1
33200,81b0,D,KCMO ACO 1,Animal Control Officers [ACO 1],Public Works,Kansas City Mo - City Services,1
33201,81b1,D,KCMO ACO T1,Animal Control Officers [ACO Tac 1],Public Works,Kansas City Mo - City Services,1
33215,81bf,D,MC NurseStn,Municipal Corrections Nurse Station,Corrections,Kansas City Mo - City Services,1
33217,81c1,D,SE COMTY CNT,SE COMMUNITY CENTER (SWOPE PARK),Public Works,Kansas City Mo - City Services,1
33220,81c4,D,KCCC 1,Kansas City Convention Center Channel 1,Public Works,Kansas City Mo - City Services,1
33221,81c5,D,KCCC 2,Kansas City Convention Center Channel 2,Public Works,Kansas City Mo - City Services,1
33224,81c8,D,FSD,Facility Services Division Engineering,Public Works,Kansas City Mo - City Services,1
33225,81c9,D,KCCCSecurity,KC Convention Center Security,Security,Kansas City Mo - City Services,1
33235,81d3,D,FSDCH,Facility Services Division City Hall,Public Works,Kansas City Mo - City Services,1
33236,81d4,D,C/W Security,City Wide Security Division: Control Dispatch,Security,Kansas City Mo - City Services,1
33237,81d5,D,Parking Enf,Parking Enforcement,Public Works,Kansas City Mo - City Services,1
33238,81d6,D,Corrections,Municipal Corrections Escort,Corrections,Kansas City Mo - City Services,1
33252,81e4,D,KC CodeInsp1,Codes Inspections Division of Development Services Channel 1,Public Works,Kansas City Mo - City Services,1
33253,81e5,D,KC CodeInsp2,Codes Inspections Division of Development Services Channel 2,Public Works,Kansas City Mo - City Services,1
33254,81e6,D,KC CodeInsp3,Codes Inspections Division of Development Services Channel 3,Public Works,Kansas City Mo - City Services,1
33255,81e7,D,KC CodeInsp4,Codes Inspections Division of Development Services Channel 4,Public Works,Kansas City Mo - City Services,1
33256,81e8,D,KC CodeInsp5,Codes Inspections Division of Development Services Channel 5,Public Works,Kansas City Mo - City Services,1
33257,81e9,D,KC CodeInsp6,Codes Inspections Division of Development Services Channel 6,Public Works,Kansas City Mo - City Services,1
33260,81ec,D,KC CodeInsp7,Code Inspections,Public Works,Kansas City Mo - City Services,1
33261,81ed,D,KC CodeInsp8,Code Inspections,Public Works,Kansas City Mo - City Services,1
33270,81f6,D,KCWaterDisp,Water Department Dispatch,Public Works,Kansas City Mo - City Services,1
33271,81f7,D,KCWaterFacil,Water Department Facilities,Public Works,Kansas City Mo - City Services,1
33272,81f8,D,KCWaterEng,Water Department Engineering,Public Works,Kansas City Mo - City Services,1
33300,8214,D,KCPW Disp,Public Works Dispatch,Public Works,Kansas City Mo - Public Works,1
33302,8216,D,KCPW Ops,Public Works Operations,Public Works,Kansas City Mo - Public Works,1
33303,8217,D,KCPW Plow,Public Works Snow Plows,Public Works,Kansas City Mo - Public Works,1
33304,8218,D,KCPW Signals,Public Works: Signals [PWSGN],Public Works,Kansas City Mo - Public Works,1
33305,8219,D,KCPW Dist 1,Public Works: District 1 [PWD1],Public Works,Kansas City Mo - Public Works,1
33306,821a,D,KCPW Dist 2,Public Works: District 2 [PWD2],Public Works,Kansas City Mo - Public Works,1
33307,821b,D,KCPW Dist 3,Public Works: District 3 [PWD3],Public Works,Kansas City Mo - Public Works,1
33308,821c,D,KCPW Dist 4,Public Works: District 4 [PWD4],Public Works,Kansas City Mo - Public Works,1
33309,821d,D,KCPW 1,Public Works 1,Public Works,Kansas City Mo - Public Works,1
33317,8225,D,KCPW SldWast,Public Works: Solid Waste [PWSW],Public Works,Kansas City Mo - Public Works,1
33318,8226,D,KCPW SldWstS,Public Works: Solid Waste Supervisor [PWSWS],Public Works,Kansas City Mo - Public Works,1
33350,8246,D,KCPR AllCall,KC Parks & Recreation: All Call,Public Works,Kansas City Mo - Parks and Recreation,1
33351,8247,D,KCPR Dist 1,KC Parks & Recreation: District 1,Public Works,Kansas City Mo - Parks and Recreation,1
33352,8248,D,KCPR Dist 2,KC Parks & Recreation: District 2,Public Works,Kansas City Mo - Parks and Recreation,1
33353,8249,D,KCPR Dist 3,KC Parks & Recreation: District 3,Public Works,Kansas City Mo - Parks and Recreation,1
33354,824a,D,KCPR Dist 4,KC Parks & Recreation: District 4,Public Works,Kansas City Mo - Parks and Recreation,1
33356,824c,D,KCPR ParkOps,KC Parks & Recreation: Park Operations,Public Works,Kansas City Mo - Parks and Recreation,1
33500,82dc,D,KCM CALL,KC MO Police: Calling [KCM CALL],Law Talk,Kansas City Mo - Police Special Operations,1
33501,82dd,D,KCMOCMN3,KC MO Police: Common 3 [KCMOCMN3],Law Talk,Kansas City Mo - Police Special Operations,1
33502,82de,D,KCMOCMN4,KC MO Police: Common 4 [KCMOCMN4],Law Talk,Kansas City Mo - Police Special Operations,1
33503,82df,D,KCMOCMN5,KC MO Police: Common 5 [KCMOCMN5],Law Talk,Kansas City Mo - Police Special Operations,1
33504,82e0,D,KCMOCMN6,KC MO Police: Common 6 [KCMOCMN6],Law Talk,Kansas City Mo - Police Special Operations,1
33505,82e1,D,KCMOCMN7,KC MO Police: Common 7 [KCMOCMN7],Law Talk,Kansas City Mo - Police Special Operations,1
33506,82e2,D,KCMOCMN8,KC MO Police: Common 8 [KCMOCMN8],Law Talk,Kansas City Mo - Police Special Operations,1
