33510,82e6,D,P/S Common 9,Public Safety Common 9 [PS CMN9],Interop,Regional Interop,1
33511,82e7,D,P/S Common10,Public Safety Common 10 [PS CMN10],Interop,Regional Interop,1
33512,82e8,D,P/S Common11,Public Safety Common 11 [PS CMN11],Interop,Regional Interop,1
33513,82e9,D,P/S Common12,Public Safety Common 11 [PS CMN11],Interop,Regional Interop,1
33514,82ea,D,P/S Common13,Public Safety Common 13 [PS CMN13],Interop,Regional Interop,1
33515,82eb,D,P/S Common14,Public Safety Common 14 [PS CMN14],Interop,Regional Interop,1
34005,84d5,D,Reg Calling,Regional Calling [REG CALL],Interop,Regional Interop,1
34006,84d6,D,Reg Common3,Regional Common 3 [REG CMN3],Interop,Regional Interop,1
34007,84d7,D,Reg Common4,Regional Common 4 [REG CMN4],Interop,Regional Interop,1
34008,84d8,D,Reg Common5,Regional Common 5 [REG CMN5],Interop,Regional Interop,1
34009,84d9,D,Reg Common6,Regional Common 6 [REG CMN6],Interop,Regional Interop,1
34010,84da,D,E Common 7,East Common 7 [EASTCM7],Interop,Regional Interop,1
34011,84db,D,E Common 8,East Common 8 [EASTCM8],Interop,Regional Interop,1
34012,84dc,D,E Common 9,East Common 9 [EASTCM9],Interop,Regional Interop,1
34013,84dd,D,E Common 10,East Common 10 [EASTCM10],Interop,Regional Interop,1
34014,84de,D,W Common 11,West Common 11 [WESTCM11],Interop,Regional Interop,1
34015,84df,D,W Common 12,West Common 12 [WESTCM12],Interop,Regional Interop,1
34016,84e0,D,W Common 13,West Common 13 [WESTCM13],Interop,Regional Interop,1
34017,84e1,D,W Common 14,West Common 14 [WESTCM14],Interop,Regional Interop,1
34018,84e2,D,Reg Pursuit,Regional Pursuit [REG PRST],Law Talk,Regional Interop,1
34045,84fd,D,MHP-A DISP 1,MHP Troop A (KC) Dispatch,Law Dispatch,State of Missouri,1
34046,84fe,D,MHP-A DISP-2,MHP Troop A (KC) Dispatch 2,Law Dispatch,State of Missouri,1
34060,850c,D,UMKC PD Disp,UMKC PD Dispatch,Security,University of Missouri Kansas City,1
34061,850d,D,UMKC Parking,Parking Enforcement,Schools,University of Missouri Kansas City,1
34100,8534,D,Platte Law 1,Platte County Sheriff: Law 1,Law Dispatch,Platte County Mo,1
34101,8535,D,Platte Law 2,Platte County Sheriff: Law 2 (records checks etc),Law Talk,Platte County Mo,1
34104,8538,D,PlatteLawTc1,Platte County Sheriff: Tac 1,Law Tac,Platte County Mo,1
34105,8539,D,PlatteLawTc2,Platte County Sheriff: Tac 2,Law Tac,Platte County Mo,1
34106,853a,D,PlatteLawTc3,Platte County Sheriff: Tac 3,Law Tac,Platte County Mo,1
34107,853b,D,PlatteLawTc4,Platte County Sheriff: Tac 4,Law Tac,Platte County Mo,1
34108,853c,D,PlatteLawTc5,Platte County Sheriff: Tac 5,Law Tac,Platte County Mo,1
34109,853d,D,PlatteLawTc6,Platte County Sheriff: Tac 6,Law Tac,Platte County Mo,1
34110,853e,E,PlatteLawTc7,Platte County Sheriff: Tac 7 (Encrypted),Law Tac,Platte County Mo,1
34117,8545,D,PatteCoSSU,Platte County Courthouse Security [SSU],Security,Platte County Mo,1
34118,8546,D,PlatteLawCm1,Platte County Sheriff: Car-to-Car 1 [COM 1],Law Talk,Platte County Mo,1
34119,8547,D,PlatteLawCm2,Platte County Sheriff: Car-to-Car 2 [COM 2],Law Talk,Platte County Mo,1
34129,8551,D,PlatteCo EM1,Platte County Emergency Management,Emergency Ops,Platte County Mo,1
34131,8553,D,PlatteCo PW1,Platte County Public Works 1 [PW 1],Public Works,Platte County Mo,1
34132,8554,D,PlatteCo PW2,Platte County Public Works 2 [PW 2],Public Works,Platte County Mo,1
34133,8555,D,PlatteCo PW3,Platte County Public Works 3 [PW 3],Public Works,Platte County Mo,1
34136,8558,D,PlatteCo FM1,Platte County Facilities Management 1 [FM 1],Public Works,Platte County Mo,1
34137,8559,D,PlatteCo FM2,Platte County Facilities Management 2 [FM 2],Public Works,Platte County Mo,1
34138,855a,D,PlatteCo FM3,Platte County Facilities Management 3 [FM 3],Public Works,Platte County Mo,1
34141,855d,D,Platte Fire1,Platte County Fire: Dispatch [FIRE 1],Fire Dispatch,Platte County Mo,1
34145,8561,D,PlatteFireT1,Platte County Fire: Tactical 1,Fire-Tac,Platte County Mo,1
34146,8562,D,PlatteFireT2,Platte County Fire: Tactical 2,Fire-Tac,Platte County Mo,1
34200,8598,D,Raytown PD A,Raytown Police Ch. A Dispatch,Law Dispatch,Jackson County - Raytown,1
34201,8599,D,Raytown PD B,Raytown Police Ch. B,Law Talk,Jackson County - Raytown,1
34202,859a,D,Raytown PD C,Raytown Police Ch. C,Law Talk,Jackson County - Raytown,1
34203,859b,D,Raytown PD D,Raytown Police Ch. D,Law Talk,Jackson County - Raytown,1
34204,859c,D,Raytown PD E,Raytown Police Ch. E,Law Talk,Jackson County - Raytown,1
34212,85a4,D,Raytown PWKS,Raytown Public Works,Public Works,Jackson County - Raytown,1
34219,85ab,D,Raytown EMS,Raytown EMS Dispatch,EMS Dispatch,Jackson County - Raytown,1
34250,85ca,D,Grandview PD,Grandview Police Dispatch,Law Dispatch,Jackson County - Grandview,1
34258,85d2,D,Grandview CW,Grandview Citywide,Public Works,Jackson County - Grandview,1
34270,85de,D,Grandview FD,Grandview Fire/EMS,Fire Dispatch,Jackson County - Grandview,1
34300,85fc,D,ClayCoSO CH1,Clay County Sheriff Dispatch CH 1,Law Dispatch,Clay County MO,1
34301,85fd,D,ClayCoSO CH2,Clay County Sheriff CH 2,Law Tac,Clay County MO,1
34302,85fe,D,ClayCoSO CH3,Clay County Sheriff CH 3,Law Talk,Clay County MO,1
34303,85ff,D,ClayCoSO CH4,Clay County Sheriff CH 4,Law Talk,Clay County MO,1
34304,8600,D,ClayCoSO CH5,Clay County Sheriff CH 5,Law Talk,Clay County MO,1
34305,8601,D,ClayCoSO CH6,Clay County Sheriff CH 6,Law Talk,Clay County MO,1
34306,8602,D,ClayCoSO CH7,Clay County Sheriff CH 7 Court Security,Security,Clay County MO,1
34307,8603,E,ClayCoSo CH8,Clay County Sheriff's Office Drug Squad,Law Talk,Clay County MO,1
34312,8608,D,Clay Co FD,Clay County Fire/EMS Dispatch,Fire Dispatch,Clay County MO,1
34320,8610,D,Randolph PD,Randolph Police,Law Dispatch,Clay County MO,1
34321,8611,D,ClayCoParks,Clay County Parks,Public Works,Clay County MO,1
34322,8612,D,PlsValleyPD1,Pleasant Valley - Police Dispatch,Law Dispatch,Clay County MO,1
34323,8613,D,PlsValleyPD2,Pleasant Valley - Police Tactical,Law Tac,Clay County MO,1
34324,8614,D,PlsValleyFD1,Pleasant Valley - Fire Dispatch,Fire Dispatch,Clay County MO,1
34325,8615,D,PlsValleyFD2,Pleasant Valley - Fire Tactical,Fire-Tac,Clay County MO,1
34326,8616,D,PlsValley PW,Pleasant Valley - Public Works,Public Works,Clay County MO,1
34351,862f,E,JCSO Disp,Jackson County Sheriff: Dispatch,Law Dispatch,Jackson County MO,1
34352,8630,E,JCSO Sec,Jackson County Sheriff: Secondary,Law Tac,Jackson County MO,1
34353,8631,E,JCSO Ops 1,Jackson County Sheriff': Ops-1,Law Tac,Jackson County MO,1
34354,8632,D,JCSO Ops 2,Jackson County Sheriff: Ops-2,Law Tac,Jackson County MO,1
34355,8633,D,JCSO Ops 3,Jackson County Sheriff: Ops-3,Law Tac,Jackson County MO,1
34356,8634,E,JCSO Ops 4,Jackson County Sheriff: Ops-4,Law Tac,Jackson County MO,1
34357,8635,E,JCSO ERT,Jackson County Sheriff Emergency Response Team,Law Tac,Jackson County MO,1
34358,8636,D,JCSO Traffic,Jackson County Sheriff Traffic Unit,Law Tac,Jackson County MO,1
34359,8637,D,JCSO Ct KC,KC (Downtown) Courthouse,Law Tac,Jackson County MO,1
34360,8638,D,JCSO Ct Ind,Independence Courthouse,Law Tac,Jackson County MO,1
34361,8639,D,JaCo Muni PD,Jackson County Sheriff: Municipal Police - Dispatch*,Law Dispatch,Jackson County MO,1
34362,863a,D,JC ParksRngr,Jackson County Park Rangers,Public Works,Jackson County MO,1
34365,863d,D,JACO PW,Jackson County Public Works,Public Works,Jackson County MO,1
34370,8642,D,JACO PW TAC,Jackson County Public Works TAC,Public Works,Jackson County MO,1
34379,864b,D,OAK GROVE 1,OAK GROVE POLICE,Law Dispatch,Jackson County MO,1
34381,864d,D,GrVALLEY COD,GRAIN VALLEY CODES,Public Works,Jackson County MO,1
34382,864e,D,Lake Lota PD,Lake Lotawana Police,Law Dispatch,Jackson County MO,1
34383,864f,D,LakeLota PD1,Lake Lotawana Police 1,Law Tac,Jackson County MO,1
34384,8650,D,Lone Jack PD,Lone Jack Police,Law Dispatch,Jackson County MO,1
34385,8651,D,LoneJack PD1,Lone Jack Police 1,Law Tac,Jackson County MO,1
34386,8652,D,Greenwood PD,Greenwood Police,Law Dispatch,Jackson County MO,1
34387,8653,D,GreenwoodPD1,Greenwood Police 1,Law Tac,Jackson County MO,1
34389,8655,D,IFPD BlueSum,Intercity Fire Protection District (Blue Summit),Fire-Tac,Jackson County MO,1
34500,86c4,D,Liberty PD,Liberty Police Dispatch,Law Dispatch,Clay County MO - Liberty,1
34501,86c5,D,Liberty PD 2,Liberty Police Channel 2,Law Tac,Clay County MO - Liberty,1
34504,86c8,D,Liberty FD,Liberty Fire Dispatch,Fire Dispatch,Clay County MO - Liberty,1
34505,86c9,D,Lib FD Tac 1,Liberty Fire Tactical 1,Fire-Tac,Clay County MO - Liberty,1
34514,86d2,D,Liberty PW,Liberty Public Works,Public Works,Clay County MO - Liberty,1
34519,86d7,D,LIBERTY EMS,LIBERTY EMS DISPATCH,EMS Dispatch,Clay County MO - Liberty,1
34550,86f6,E,CassCo SO F1,Cass Co Sheriff F-1 (Dispatch),Law Dispatch,Cass County MO,1
34551,86f7,E,CassCo SO F2,Cass Co Sheriff F-2 (Overflow),Law Tac,Cass County MO,1
34552,86f8,E,CASSOPS1,Cass Co Sheriff Operations 1,Law Talk,Cass County MO,1
34553,86f9,E,CASSOPS2,Cass Co Sheriff Operations 2,Law Talk,Cass County MO,1
34554,86fa,E,CassCo Jail,CassCoJail,Corrections,Cass County MO,1
34555,86fb,E,CASSTAC1,Cass Co Sheriff TAC 1,Law Tac,Cass County MO,1
34556,86fc,E,CASSTAC2,Cass Co Sheriff TAC 2,Law Tac,Cass County MO,1
34557,86fd,E,CASS DET,Cass Co Sheriff Detectives,Law Talk,Cass County MO,1
34558,86fe,E,CASSADMN,Cass Co Sheriff Admin,Law Talk,Cass County MO,1
34559,86ff,E,Belton PD F1,Belton PD Dispatch,Law Dispatch,Cass County MO,1
34560,8700,E,BeltonPDTAC1,BPDTAC1,Law Tac,Cass County MO,1
34561,8701,E,BeltonPDTAC2,BPDTAC2,Law Tac,Cass County MO,1
34562,8702,E,BeltonPDTAC3,BPDTAC3,Law Tac,Cass County MO,1
34563,8703,E,BeltonPDCIRT,BPDCIRT,Law Tac,Cass County MO,1
34564,8704,D,Belton Fire,Belton Fire Dispatch,Fire Dispatch,Cass County MO,1
34565,8705,D,BeltonFDTAC1,BFDTAC1,Fire-Tac,Cass County MO,1
34566,8706,D,BeltonFDTAC2,BFDTAC2,Fire-Tac,Cass County MO,1
34567,8707,D,Belton LG,Belton Local Government,Public Works,Cass County MO,1
34568,8708,D,Belton CH,Belton City Hall,Public Works,Cass County MO,1
34569,8709,D,Belton PW,Belton Public Works,Public Works,Cass County MO,1
34570,870a,D,BeltonPWALT1,Belton Public Works Alt 1,Public Works,Cass County MO,1
34571,870b,D,BeltonPWALT2,Belton Public Works Alt 2,Public Works,Cass County MO,1
34572,870c,D,Belton TRAN,Belton Transportation,Transportation,Cass County MO,1
34573,870d,D,BeltonEMA OC,Belton Emergency Management,Emergency Ops,Cass County MO,1
34574,870e,D,BeltonEMACOM,Belton Emergency Management Common,Emergency Ops,Cass County MO,1
34575,870f,D,Belton CMN1,Belton Common 1,Interop,Cass County MO,1
34576,8710,D,Belton CMN2,Belton Common 2,Interop,Cass County MO,1
34577,8711,D,Belton WAT,Belton WAT,Other,Cass County MO,1
34578,8712,D,Belton VM,Belton VM,Other,Cass County MO,1
34579,8713,D,Belton CDD,Belton CDD,Other,Cass County MO,1
34580,8714,E,HV PD DISP,Harrisonville Police Dispatch,Law Dispatch,Cass County MO,1
34581,8715,E,HV PD TAC1,Harrisonville Police TAC 1,Law Tac,Cass County MO,1
34582,8716,E,HV PD TAC2,Harrisonville Police TAC 2,Law Tac,Cass County MO,1
34583,8717,E,HV PD ACO,Harrisonville Police Animal Control,Law Talk,Cass County MO,1
34584,8718,E,HV PD INV1,Harrisonville Police Investigations 1,Law Talk,Cass County MO,1
34585,8719,E,HV PD INV2,Harrisonville Police Investigations 2,Law Talk,Cass County MO,1
34586,871a,D,HV FD/EMS,Harrisonville Fire/EMS Dispatch,Fire Dispatch,Cass County MO,1
34587,871b,D,HV ES TAC1,Harrisonville Fire/EMS TAC 1,Fire-Tac,Cass County MO,1
34588,871c,D,HV ES TAC2,Harrisonville Fire/EMS TAC 2,Fire-Tac,Cass County MO,1
34589,871d,D,HV ES TAC3,Harrisonville Fire/EMS TAC 3,Fire-Tac,Cass County MO,1
34590,871e,D,HAR PARKS,Harrisonville Parks,Public Works,Cass County MO,1
34591,871f,D,HAR STRTS,Harrisonville Street,Public Works,Cass County MO,1
34592,8720,D,HAR ELEC,Harrisonville Electric,Utilities,Cass County MO,1
34593,8721,D,HAR TREE,Harrisonville Tree,Public Works,Cass County MO,1
34594,8722,D,HAR WATER,Harrisonville Water,Utilities,Cass County MO,1
34595,8723,D,HAR CODES,Harrisonville Codes,Public Works,Cass County MO,1
34596,8724,D,HARCTYHL,Harrisonville City Hall,Public Works,Cass County MO,1
34597,8725,D,HAR CMN1,Harrisonville Common 1,Interop,Cass County MO,1
34598,8726,D,HAR CMN2,Harrisonville Common 2,Interop,Cass County MO,1
34599,8727,D,HAR CMN3,Harrisonville Common3,Interop,Cass County MO,1
34600,8728,D,HAR EMGT,Harrisonville Emergency Managment,Emergency Ops,Cass County MO,1
34601,8729,D,HARPWSUP,Harrisonville Public Works Supervisors,Public Works,Cass County MO,1
34602,872a,E,PH PD DISP1,Pleasant Hill PD Dispatch 1,Law Dispatch,Cass County MO,1
34603,872b,E,PH PD DISP2,Pleasant Hill PD Dispatch 2,Law Dispatch,Cass County MO,1
34604,872c,E,PH PD TAC1,Pleasant Hill PDTAC1,Law Tac,Cass County MO,1
34605,872d,E,PH PD TAC2,Pleasant Hill PDTAC2,Law Tac,Cass County MO,1
34606,872e,E,PH PD ACO,Pleasant Hill PD ACO,Law Talk,Cass County MO,1
34607,872f,D,PH EM,Pleasant Hill Emergency Managment,Emergency Ops,Cass County MO,1
34608,8730,D,PH PW1,Pleasant Hill Public Works 1,Public Works,Cass County MO,1
34609,8731,D,PH PW2,Pleasant Hill Public Works 2,Public Works,Cass County MO,1
34610,8732,D,PH CMN1,Pleasant Hill Common 1,Interop,Cass County MO,1
34611,8733,D,PH CMN2,Pleasant Hill Common 2,Interop,Cass County MO,1
34612,8734,D,PH FD DISP,Pleasant Hill Fire/EMS Dispatch,Fire Dispatch,Cass County MO,1
34613,8735,D,PH FD TAC1,Pleasant Hill FDTAC1,EMS-Tac,Cass County MO,1
34614,8736,D,PH FD TAC2,Pleasant Hill FDTAC2,EMS-Tac,Cass County MO,1
34615,8737,D,CntCass Fire,Central Cass Fire Dispatch,Fire Dispatch,Cass County MO,1
34618,873a,D,CRTN FD,Creighton Fire Dispatch,Fire Dispatch,Cass County MO,1
34619,873b,D,DRXL FD,Drexel Fire Dispatch,Fire Dispatch,Cass County MO,1
34620,873c,D,DWD FD,Dolan West Dolan Fire Dispatch,Fire Dispatch,Cass County MO,1
34621,873d,D,ELYNNFD,East Lynn Fire Dispatch,Fire Dispatch,Cass County MO,1
34622,873e,D,GDCTY FD,Garden City Fire Dispatch,Fire Dispatch,Cass County MO,1
34623,873f,D,SoMtroFDDisp,South Metro Fire Dispatch,Fire Dispatch,Cass County MO,1
34624,8740,D,SoMtroFDTAC1,South Metro Fire TAC 1,Fire-Tac,Cass County MO,1
34625,8741,D,SoMtroFDTAC2,South Metro Fire TAC 2,Fire-Tac,Cass County MO,1
34633,8749,D,WPecFD DISP,West Peculiar Fire Dispatch,Fire Dispatch,Cass County MO,1
34634,874a,E,RaymorePD F1,Raymore PD Dispatch,Law Dispatch,Cass County MO,1
34635,874b,E,RMPD TC1,Raymore PD TAC 1,Law Tac,Cass County MO,1
34636,874c,E,RMPD TC2,Raymore PD TAC 2,Law Tac,Cass County MO,1
34637,874d,E,PECPD TC1,Peculiar Police TAC1,Law Tac,Cass County MO,1
34638,874e,D,RM EMGT,Raymore Emergency Managment,Emergency Ops,Cass County MO,1
34639,874f,D,RM PW,Raymore Public Works,Public Works,Cass County MO,1
34640,8750,D,RM PARKS,Raymore Parks,Public Works,Cass County MO,1
34641,8751,D,RM CMN1,Raymore Common 1,Interop,Cass County MO,1
34642,8752,D,RM CMN2,Raymore Common 2,Interop,Cass County MO,1
34643,8753,D,CASSCMN1,Cass County Common 1,Interop,Cass County MO,1
34644,8754,D,CASSCMN2,Cass County Common 2,Interop,Cass County MO,1
34645,8755,D,CASSCMN3,Cass County Common 3,Interop,Cass County MO,1
34646,8756,D,CASSCMN4,Cass County Common 4,Interop,Cass County MO,1
34647,8757,E,CC LAW,Cass County LAW,Interop,Cass County MO,1
34648,8758,D,CC FIRE,Cass County FIRE,Interop,Cass County MO,1
34649,8759,D,CC EMGT,Cass County Emergency Managment,Interop,Cass County MO,1
34650,875a,E,CCLAWTAC,Cass County LAW TAC,Interop,Cass County MO,1
34651,875b,D,FMA NE 1,Fire Mutual Aid North East 1,Interop,Cass County MO,1
34652,875c,D,FMA NE 2,Fire Mutual Aid North East 2,Interop,Cass County MO,1
34653,875d,D,FMA NE 3,Fire Mutual Aid North East 3,Interop,Cass County MO,1
34654,875e,D,FMA NW 1,Fire Mutual Aid North West 1,Interop,Cass County MO,1
34655,875f,D,FMA NW 2,Fire Mutual Aid North West 2,Interop,Cass County MO,1
34656,8760,D,FMA NW 3,Fire Mutual Aid North West 3,Interop,Cass County MO,1
34657,8761,D,FMA SE 1,Fire Mutual Aid South East 1,Interop,Cass County MO,1
34658,8762,D,FMA SE 2,Fire Mutual Aid South East 2,Interop,Cass County MO,1
34659,8763,D,FMA SE 3,Fire Mutual Aid South East 3,Interop,Cass County MO,1
34660,8764,D,FMA SW 1,Fire Mutual Aid South West 1,Interop,Cass County MO,1
34661,8765,D,FMA SW 2,Fire Mutual Aid South West 2,Interop,Cass County MO,1
34662,8766,D,FMA SW 3,Fire Mutual Aid South West 3,Interop,Cass County MO,1
34663,8767,D,ARCH LG,Archie Local Government,Public Works,Cass County MO,1
34664,8768,D,CLVLD LG,Cleveland Local Government,Public Works,Cass County MO,1
34665,8769,D,CRTN LG,Creighton Local Government,Public Works,Cass County MO,1
34666,876a,D,DREX LG,Drexel Local Government,Public Works,Cass County MO,1
34667,876b,D,ELYNN LG,East Lynn Local Government,Public Works,Cass County MO,1
34668,876c,D,FRMN LG,Freeman Local Government,Public Works,Cass County MO,1
34669,876d,D,GDCTY LG,Garden City Local Government,Public Works,Cass County MO,1
34670,876e,D,LKWIN LG,Lake Winnebago Local Government,Public Works,Cass County MO,1
34671,876f,D,LOCLD LG,Loch Lloyd Local Government,Public Works,Cass County MO,1
34672,8770,D,PECLR LG,Peculiar Local Government,Public Works,Cass County MO,1
34673,8771,D,STRAS LG,Strausburg Local Government,Public Works,Cass County MO,1
34674,8772,D,RD BRDG1,Road & Bridge 1,Public Works,Cass County MO,1
34675,8773,D,RD BRDG2,Road & Bridge 2,Public Works,Cass County MO,1
34676,8774,D,RD BRDG3,Road & Bridge 3,Public Works,Cass County MO,1
34677,8775,D,ARCH PD,Archie Police,Law Talk,Cass County MO,1
34678,8776,D,CLVLD PD,Cleveland Police,Law Talk,Cass County MO,1
34679,8777,D,CRTN PD,Creighton Police,Law Talk,Cass County MO,1
34680,8778,D,DREX PD,Drexel Police,Law Talk,Cass County MO,1
34681,8779,D,ELYNN PD,East Lynn Police,Law Talk,Cass County MO,1
34682,877a,D,FRMN PD,Freeman Police,Law Talk,Cass County MO,1
34683,877b,D,GDCTY PD,Garden City Police,Law Talk,Cass County MO,1
34684,877c,D,LKWIN PD,Lake Winnebago Police,Law Talk,Cass County MO,1
34685,877d,D,PECLR PD,Peculiar Police,Law Talk,Cass County MO,1
34686,877e,D,STRAS PD,Strausburg Police,Law Talk,Cass County MO,1
34687,877f,E,CCFD INV,Cass County Fire Investigations,Other,Cass County MO,1
34688,8780,D,PSDSP**,Public Safety Dispatch Common,Interop,Cass County MO,1
34689,8781,D,MAPD VHF,MA PD VHF 155.4750 MotoBridge Tie,Interop,Cass County MO,1
34690,8782,D,MAFD VHF,MA FD VHF 154.2800 MotoBridge Tie,Interop,Cass County MO,1
34691,8783,D,MO SOVHF,MO SO VHF 155.7300 MotoBridge Tie,Interop,Cass County MO,1
34692,8784,D,CASS VHF,CASS SO VHF 155.6850 MotoBridge Tie,Interop,Cass County MO,1
34693,8785,D,RAYPEC 1,Raymore Peculiar Schools 1,Schools,Cass County MO,1
34694,8786,D,RAYPEC 2,Raymore Peculiar Schools 2,Schools,Cass County MO,1
34695,8787,D,FOXWOOD,Foxwood Springs Security,Security,Cass County MO,1
35731,8b93,D,USProbParole,US Probation & Parole Agents [USPP],Law Talk,Kansas City Mo - Police Special Operations,1
35732,8b94,D,VAPD1,VA Police Dispatch,Law Dispatch,Kansas City MO - VA Medical Center,1
35733,8b95,D,VAPD2,VA Police Ch. 2,Law Tac,Kansas City MO - VA Medical Center,1
35734,8b96,D,VAPD3,VA Police Ch.3,Law Tac,Kansas City MO - VA Medical Center,1
35735,8b97,D,VAEMS,VA Emergency Medical Services,EMS Dispatch,Kansas City MO - VA Medical Center,1
35736,8b98,D,VAMNT,VA Facilities Maintenance,Public Works,Kansas City MO - VA Medical Center,1
35750,8ba6,D,GladFireOps,Gladstone Fire: Response/On Scene Ops,Fire Dispatch,Clay County MO - Gladstone,1
35751,8ba7,D,GladFireTac1,Gladstone Fire Tactical,Fire-Tac,Clay County MO - Gladstone,1
35753,8ba9,D,Glad FireEMS,Gladstone Fire/EMS Dispatch,Fire Dispatch,Clay County MO - Gladstone,1
35755,8bab,D,Glad Police,Gladstone Police Dispatch,Law Dispatch,Clay County MO - Gladstone,1
35756,8bac,D,Glad PD Tac1,Gladstone PD Tac 1,Law Tac,Clay County MO - Gladstone,1
35763,8bb3,D,GladFireInsp,Gladstone Fire Inspections,Fire-Talk,Clay County MO - Gladstone,1
35765,8bb5,D,Glad PubWrks,Gladstone Public Works,Public Works,Clay County MO - Gladstone,1
35766,8bb6,D,Glad ComCntr,Gladstone Community Center,Public Works,Clay County MO - Gladstone,1
35799,8bd7,D,NKC Fire,NKC Fire: Tone Out - Station Alert,Fire Dispatch,Clay County MO - North Kansas City,1
35800,8bd8,D,NKC FD Disp,NKC Fire: Dispatch,Fire Dispatch,Clay County MO - North Kansas City,1
35801,8bd9,D,NKC FD 2,NKC Fire 2,Fire-Tac,Clay County MO - North Kansas City,1
35802,8bda,D,NKC FD 3,NKC Fire 3,Fire-Tac,Clay County MO - North Kansas City,1
35805,8bdd,D,NKC Police,NKC Police: Dispatch,Law Dispatch,Clay County MO - North Kansas City,1
35807,8bdf,D,NKC Police 2,NKC Police,Law Tac,Clay County MO - North Kansas City,1
35808,8be0,E,NKC PD Tac,NKC Police Tactical,Law Tac,Clay County MO - North Kansas City,1
35850,8c0a,D,Rvrsd Fire,Riverside Fire: Dispatch,Fire Dispatch,Platte County MO - Riverside,1
35851,8c0b,D,Rvrsd FDTac1,Riverside Fire: Tac [TAC1],Fire-Tac,Platte County MO - Riverside,1
35855,8c0f,D,Rvrsd Police,Riverside Police: Dispatch [RIVRSD PD DSP],Law Dispatch,Platte County MO - Riverside,1
35856,8c10,D,Rvrsd PDTac1,Riverside Police: Tac 1,Law Tac,Platte County MO - Riverside,1
35857,8c11,D,Rvrsd PDTac2,Riverside Police: Tac 2,Law Tac,Platte County MO - Riverside,1
35865,8c19,D,Rvrsd PubWrk,Riverside Public Works,Public Works,Platte County MO - Riverside,1
35900,8c3c,D,MO DOT 1,MO DOT 1 - Motorist Assist Dispatch,Public Works,State of Missouri,1
35901,8c3d,D,MO DOT 2,MO DOT 2 - Motorist Assist Talkaround,Public Works,State of Missouri,1
35928,8c58,D,PVal/OVw PD,Pleasant Valley/Oak View Police - Simulcast,Law Dispatch,Clay County MO,1
35932,8c5c,D,Claycomo PD,Claycomo PD,Law Dispatch,Clay County MO,1
36998,9086,D,Motorola 998,Motorola Radio Techs,Business,Radio Technicians / Testing,1
36999,9087,D,Motorola 999,Motorola Radio Techs,Business,Radio Technicians / Testing,1
37000,9088,E,KC PD East,Kansas City Police -- East,Law Dispatch,Wyandotte County Kansas,1
37001,9089,E,KC PD Midtwn,Kansas City Police -- Midtown,Law Dispatch,Wyandotte County Kansas,1
37002,908a,E,KC PD West,Kansas City Police -- West,Law Dispatch,Wyandotte County Kansas,1
37003,908b,E,KC PD South,Kansas City Police -- South,Law Dispatch,Wyandotte County Kansas,1
37004,908c,E,KC PD Score,Kansas City PD SCORE,Law Tac,Wyandotte County Kansas,1
37005,908d,D,KC PD ACO,Kansas City PD -- Animal Control,Law Tac,Wyandotte County Kansas,1
37006,908e,E,KC PD Detect,Kansas City PD -- Detective,Law Tac,Wyandotte County Kansas,1
37007,908f,E,KC PD Vice,Kansas City PD -- Narcotics/Vice,Law Tac,Wyandotte County Kansas,1
37008,9090,D,KC CtznPatrl,Kansas City PD -- Neighborhood Crime Patrol (Civilian),Law Tac,Wyandotte County Kansas,1
37010,9092,D,KC PD TAC 1,Kansas City PD -- Tac 1,Law Tac,Wyandotte County Kansas,1
37011,9093,E,KC PD TAC 2,Kansas City PD -- Tac 2,Law Tac,Wyandotte County Kansas,1
37012,9094,E,KC PDDirect1,Kansas City PD -- Direct 1,Law Tac,Wyandotte County Kansas,1
37013,9095,E,KC PDDirect2,Kansas City PD -- Direct 2,Law Tac,Wyandotte County Kansas,1
37014,9096,D,USD500 PD,USD 500 PD -- School Police,Law Dispatch,Wyandotte County Kansas,1
37015,9097,D,KC Fire Disp,Kansas City Fire -- Dispatch,Fire Dispatch,Wyandotte County Kansas,1
37016,9098,D,KC Fire Tac1,Kansas City Fire -- Tac 1,Fire-Tac,Wyandotte County Kansas,1
37017,9099,D,KC Fire Tac2,Kansas City Fire -- Tac 2,Fire-Tac,Wyandotte County Kansas,1
37018,909a,D,KC Fire Tac3,Kansas City Fire -- Tac 3,Fire-Tac,Wyandotte County Kansas,1
37019,909b,D,KC Fire Tac4,Kansas City Fire -- Tac 4,Fire-Tac,Wyandotte County Kansas,1
37020,909c,D,KC Fire Tac5,Kansas City Fire -- Tac 5,Fire-Tac,Wyandotte County Kansas,1
37021,909d,D,KC Fire Tac6,Kansas City Fire -- TAC 6,Fire-Tac,Wyandotte County Kansas,1
37022,909e,D,KC Fire Tac7,Kansas City Fire -- TAC 7,Fire-Tac,Wyandotte County Kansas,1
37023,909f,D,KC Fire Tac8,Kansas City Fire -- TAC 8,Fire-Tac,Wyandotte County Kansas,1
37024,90a0,D,KC Fire Tac9,Kansas City Fire -- TAC 9,Fire-Tac,Wyandotte County Kansas,1
37025,90a1,D,KC FireTac10,Kansas City Fire -- TAC 10,Fire-Tac,Wyandotte County Kansas,1
37026,90a2,D,KCFireEMS,Kansas City Fire -- EMS,EMS Dispatch,Wyandotte County Kansas,1
37033,90a9,D,KCFDStation7,Fire Station 7 -- 27th and Strong Ave (South),Fire Dispatch,Wyandotte County Kansas,1
